word,synonyms
jewel,"[""gem"", ""treasure"", ""bejewel""]"
pleasantly,"[""agreeably"", ""enjoyably"", ""comfortably"", ""nicely"", ""cheerily""]"
ethopropazine,"[""profenamine""]"
viceregal,"[""viceroyal""]"
bioparent,"[""genitor""]"
musca,"[""usmca""]"
cenobite,"[""coenobite""]"
guoyu,"[""mandarin""]"
regenerator,"[""recuperator""]"
tammerfors,"[""tampere""]"
carrel,"[""carrell"", ""cubicle"", ""stall""]"
rarified,"[""rarefied""]"
multicolored,"[""multichromatic"", ""multicolor"", ""multihued"", ""polychromatic"", ""polyhued"", ""variegated""]"
tengchow,"[""penglai""]"
anele,"[""anoint""]"
lawcourt,"[""court""]"
vasodilation,"[""vasodilatation""]"
torchwork,"[""lampwork""]"
noninjury,"[""ahimsa""]"
coercion,"[""duress"", ""compulsion"", ""restraint""]"
damper,"[""muffler""]"
inflater,"[""inflator""]"
bathshua,"[""bathsheba""]"
dracaenaceae,"[""dracenaceae""]"
lavish,"[""lucullan"", ""overgenerous"", ""shower"", ""squander"", ""sumptuous""]"
heal,"[""cure"", ""mend""]"
homel,"[""homyel""]"
bonk,"[""boink"", ""sock""]"
armbone,"[""humerus""]"
quietness,"[""inaudibility"", ""silence"", ""tranquillity"", ""soundlessness""]"
parentship,"[""parentness""]"
quadridigitate,"[""tetradactyl""]"
sonly,"[""filial""]"
loth,"[""antipathetic"", ""loath""]"
10,"[""ten"", ""oc"", ""octr"", ""x""]"
tunnellike,"[""tunnelly""]"
procyclicality,"[""cyclicality""]"
bigon,"[""digon""]"
hippy,"[""hippie""]"
ipidae,"[""scolytidae""]"
terribly,"[""appallingly"", ""grisly"", ""very"", ""atrociously"", ""frightfully"", ""unspeakably"", ""whopping""]"
avariciously,"[""covetously"", ""greedily""]"
irked,"[""annoyed"", ""bothered"", ""irritated"", ""perturbed""]"
brutal,"[""barbaric"", ""savage"", ""vicious"", ""beastly"", ""roughshod"", ""unrelenting"", ""severe""]"
maternal,"[""enatic"", ""parental"", ""motherish""]"
bicyclelike,"[""bikelike""]"
goldfinny,"[""goldney"", ""goldsinny""]"
extortionately,"[""exorbitantly"", ""usuriously""]"
bejewel,"[""jewel""]"
entellus,"[""hanuman""]"
juoiggus,"[""yoik""]"
alumbloom,"[""alumroot""]"
unreassuring,"[""worrisome""]"
unmasking,"[""expose""]"
kyivite,"[""kievan"", ""kievite"", ""kyivan""]"
cruelness,"[""cruelty""]"
carthaginian,"[""punic""]"
unfaithful,"[""disloyal"", ""perfidious"", ""treasonable"", ""untrue""]"
upheaval,"[""agitation"", ""turbulence"", ""convulsion"", ""uplift"", ""upthrow"", ""upthrust""]"
equalisation,"[""equalization""]"
fulguration,"[""electrodesiccation"", ""blick""]"
prevail,"[""endure"", ""hold"", ""obtain"", ""persist"", ""predominate"", ""run"", ""triumph""]"
haughtiness,"[""arrogance""]"
restoration,"[""refurbishment"", ""regaining"", ""renovation"", ""reparation"", ""restitution"", ""return""]"
amelioration,"[""revamp"", ""betterment"", ""melioration""]"
clamorously,"[""obstreperously""]"
mark,"[""brand"", ""deutschmark"", ""fish"", ""grade"", ""mkn"", ""mkr"", ""mrk"", ""mk"", ""crisscross"", ""scratch"", ""marker"", ""sign"", ""target"", ""chump"", ""celebrate"", ""distinguish"", ""inform"", ""score"", ""punctuate"", ""check"", ""commemorate"", ""set"", ""scar"", ""tag"", ""notice"", ""stigmatize"", ""markarian"", ""point"", ""print"", ""quarry"", ""stain"", ""stigma""]"
heterotopism,"[""heterotopy""]"
differently,"[""else"", ""otherwise""]"
disendorse,"[""sanction""]"
disavowal,"[""abjuration"", ""recantation"", ""repudiation"", ""retraction"", ""disclaimer""]"
recognize,"[""acknowledge"", ""agnise"", ""agnize"", ""discern"", ""distinguish"", ""notice"", ""realise"", ""realize"", ""recognise"", ""greet"", ""accredit"", ""spot""]"
expletory,"[""expletive""]"
snuggle,"[""cuddle"", ""sip"", ""nestle""]"
uncontroversial,"[""innocuous"", ""noncontroversial""]"
beetroot,"[""beet""]"
logicality,"[""logicalness""]"
fulfilment,"[""fulfillment""]"
isoleucine,"[""ile""]"
dihydroqinghaosu,"[""dihydroartemisinin""]"
classy,"[""cool"", ""trendy"", ""elegant"", ""nobby"", ""posh"", ""swish""]"
playful,"[""gamesome"", ""giocoso"", ""impish"", ""jocund"", ""kittenish"", ""ludibund""]"
gospels,"[""gospel""]"
liquifiable,"[""liquefiable""]"
saute,"[""sauteed""]"
deasil,"[""clockwise""]"
phosphatidylserine,"[""cephalin""]"
searcher,"[""seeker""]"
preschool,"[""kindergarten""]"
tokenish,"[""nominal"", ""token""]"
granddad,"[""gramps"", ""granddaddy"", ""grandfather"", ""grandpa"", ""pops""]"
glyceride,"[""acylglycerol""]"
exile,"[""banish"", ""banishment"", ""deportation"", ""deportee"", ""expatriate"", ""expat"", ""expatriation"", ""expellee"", ""transportation""]"
outgoing,"[""gregarious"", ""extroverted"", ""outgang""]"
quartile,"[""hinge""]"
plainchant,"[""plainsong""]"
analgetic,"[""analgesic"", ""anodyne""]"
burgish,"[""townish""]"
categorem,"[""categoreme""]"
philanthropical,"[""philanthropic""]"
shabu,"[""methamphetamine""]"
berliner,"[""bismarck"", ""jambuster""]"
embryoscopy,"[""fetoscopy""]"
hymnist,"[""hymnodist""]"
taliped,"[""clubfooted""]"
silvern,"[""silver"", ""silvery""]"
brittlestem,"[""turtleback""]"
kieselguhr,"[""diatomite""]"
orb,"[""area"", ""ball"", ""circle"", ""globe"", ""roller"", ""eyeball"", ""orbit""]"
nondeceitful,"[""undeceitful""]"
fecund,"[""fertile"", ""productive"", ""prolific""]"
injured,"[""damaged"", ""offended""]"
monochromatic,"[""homochromatic"", ""monochromous"", ""unicolorous""]"
cyberstore,"[""cybershop""]"
persistence,"[""continuation"", ""endurance"", ""persistency"", ""perseverance"", ""continuity"", ""doggedness""]"
gynie,"[""gynaecologist"", ""gynecologist""]"
sinister,"[""black"", ""dark"", ""threatening""]"
dense,"[""impenetrable"", ""dim"", ""dull"", ""dumb"", ""obtuse"", ""slow"", ""thick""]"
unlivable,"[""unliveable""]"
alphabetic,"[""alphabetical""]"
edited,"[""emended""]"
roommate,"[""housemate"", ""roomie"", ""roomy""]"
wry,"[""ironic""]"
externalize,"[""exteriorize"", ""project""]"
luxate,"[""dislocate""]"
chastise,"[""castigate"", ""chasten"", ""punish"", ""correct"", ""objurgate"", ""scourge""]"
counterdefinition,"[""anthorism""]"
monocled,"[""bespectacled""]"
shlimazel,"[""schlimazel""]"
personalized,"[""individualised""]"
atabeg,"[""emir"", ""governor"", ""regent""]"
methylphenobarbital,"[""mephobarbital""]"
hemimetamorphosis,"[""hemimetabolism"", ""hemimetaboly""]"
glamourous,"[""glamorous""]"
fill,"[""filling"", ""pervade"", ""meet"", ""satiate"", ""occupy"", ""stopper"", ""surfeit"", ""take"", ""weft""]"
schmooze,"[""chat"", ""shmooze""]"
ziner,"[""zinester""]"
inflexibleness,"[""inflexibility""]"
skint,"[""boracic""]"
channukah,"[""hanukkah""]"
nosehole,"[""nostril""]"
subserviently,"[""obsequiously"", ""servilely""]"
gossipmonger,"[""gossip""]"
styryl,"[""cinnamyl""]"
insectological,"[""insectologic""]"
semiotics,"[""semiology""]"
postillate,"[""postil""]"
cocamidopropylbetaine,"[""capb""]"
consummation,"[""intake""]"
congruous,"[""congruent""]"
perk,"[""perken""]"
rebuy,"[""repurchase""]"
stoma,"[""ostomy"", ""pore"", ""stomate""]"
chlorosis,"[""chloremia"", ""greensickness""]"
defectiveness,"[""faultiness""]"
hemialbumin,"[""hemialbumose""]"
bassarisk,"[""cacomistle"", ""cacomixle"", ""ringtail""]"
nairn,"[""nairnshire""]"
prepare,"[""arrange"", ""do"", ""dress"", ""groom"", ""busk"", ""fix"", ""train"", ""cook"", ""organize""]"
karyopyknosis,"[""pyknosis""]"
epistasis,"[""hypostasis""]"
splenative,"[""splenetic"", ""splenitive""]"
futz,"[""putz""]"
cheapjack,"[""tawdry""]"
invade,"[""encroach"", ""infest"", ""occupy"", ""overrun""]"
luxembourgish,"[""letzeburgesh""]"
sensing,"[""perception"", ""detection""]"
unhope,"[""wanhope""]"
internetworking,"[""internetting""]"
archway,"[""arch""]"
uncultivable,"[""uncultivatable""]"
hematoidin,"[""bilirubin""]"
lucifugous,"[""lucifugal""]"
jook,"[""juke"", ""congee"", ""poke""]"
called,"[""go"", ""ycalled""]"
gentleman,"[""valet""]"
phasmidae,"[""phasmatidae""]"
theia,"[""thea""]"
kennedia,"[""kennedya""]"
botchy,"[""unskillful""]"
breakage,"[""break"", ""breaking"", ""burst""]"
pmsf,"[""phenylmethanesulfonylfluoride"", ""phenylmethylsulfonylfluoride""]"
unshorn,"[""unsheared""]"
revithosalata,"[""humous""]"
tosser,"[""fucktard"", ""wanker""]"
unassuageable,"[""implacable"", ""inconsolable""]"
conjoined,"[""conjoint""]"
farm,"[""grow"", ""garden"", ""husband"", ""station""]"
sigillarian,"[""sigillaroid""]"
ungenuine,"[""ingenuine"", ""fake"", ""false""]"
flint,"[""granitic""]"
livelong,"[""orpine""]"
cyberactivist,"[""cyberprotester""]"
worldview,"[""weltanschauung""]"
clogging,"[""obstructive""]"
oxidane,"[""water""]"
hydroxyamphetamine,"[""hydroxyamfetamine""]"
unsonorous,"[""nonsonorous""]"
yearning,"[""jones"", ""longing"", ""yen""]"
endoblast,"[""endoderm"", ""entoblast""]"
bloggish,"[""bloglike""]"
betimes,"[""early""]"
citronwood,"[""sandarac""]"
riffle,"[""ripple"", ""flick""]"
alchemistical,"[""alchemistic""]"
rile,"[""irritate"", ""aggravate"", ""anger"", ""annoy"", ""vex"", ""roil""]"
clowder,"[""glaring""]"
jumble,"[""confuse"", ""jumbal"", ""patchwork"", ""clutter"", ""scramble"", ""mingle""]"
interchange,"[""alternate"", ""counterchange"", ""exchange"", ""flip"", ""substitute"", ""reciprocation"", ""shift"", ""swap"", ""switch"", ""tack""]"
modeler,"[""modeller""]"
askew,"[""awry"", ""catawampus""]"
antibullfight,"[""antibullfighting""]"
bountifulness,"[""amplitude""]"
bedamn,"[""curse""]"
attentive,"[""alive"", ""audient"", ""awake"", ""careful"", ""civil"", ""considerate"", ""courteous"", ""heedful"", ""mindful"", ""observant"", ""reckful"", ""watchful"", ""circumspect"", ""neighborly"", ""polite""]"
photometric,"[""photometrical""]"
slipway,"[""ways""]"
unmissed,"[""unlamented""]"
persist,"[""endure"", ""last"", ""persevere"", ""prevail"", ""remain"", ""stay""]"
plagiariser,"[""plagiarist""]"
orosomucoid,"[""acidoglycoprotein""]"
stoneweed,"[""lithospermum""]"
eleven,"[""11"", ""one"", ""xi""]"
prizefighting,"[""fisticuffs""]"
diagnostician,"[""pathologist""]"
litster,"[""dyer""]"
lactoflavin,"[""riboflavin""]"
eyelid,"[""blepharon"", ""lid"", ""palpebra""]"
yottaamp,"[""yottaampere""]"
mahimahi,"[""dolphinfish""]"
clutches,"[""clasp""]"
unmodernized,"[""unmodernised""]"
arduousness,"[""arduity"", ""strenuousness""]"
jaggary,"[""jaggery""]"
loanword,"[""gainword"", ""loan"", ""borrowing"", ""foreign""]"
siccative,"[""desiccant""]"
resettlement,"[""relocation""]"
üsküdar,"[""scutari""]"
pictograph,"[""pictogram""]"
serviceperson,"[""servicemember""]"
milage,"[""mileage""]"
provisioning,"[""arrivals"", ""supply"", ""victualling""]"
inefficaciousness,"[""inefficacy""]"
delayed,"[""deferred""]"
ruggedize,"[""anneal"", ""ruggedise""]"
diphacinone,"[""diphenadione""]"
italia,"[""italy""]"
cuon,"[""cyon""]"
acapnia,"[""hypocapnia""]"
xanthein,"[""xanthin"", ""xanthine""]"
decolourize,"[""bleach""]"
sled,"[""toboggan"", ""sledge"", ""sleigh""]"
soldiership,"[""soldiering""]"
guts,"[""balls"", ""entrails"", ""backbone"", ""gutsiness"", ""gutting""]"
fecolith,"[""fecaloma""]"
hark,"[""harken"", ""hearken"", ""hist""]"
bordure,"[""edge""]"
renverse,"[""renvers\u00e9""]"
spherosome,"[""oleosome""]"
spell,"[""charm"", ""import"", ""incantation"", ""interval"", ""cantrip"", ""enchantment"", ""go"", ""while"", ""comprise"", ""forebode"", ""relieve"", ""term"", ""write""]"
vulcanised,"[""cured"", ""vulcanized""]"
astana,"[""akmola"", ""akmolinsk"", ""akmoly"", ""aqmola"", ""tselinograd""]"
aureole,"[""aureola"", ""aura"", ""corona"", ""halo""]"
unpredictableness,"[""unpredictability""]"
creationary,"[""creational""]"
circumbenzene,"[""coronene""]"
formic,"[""antly""]"
smoulderingly,"[""smolderingly""]"
contrariwise,"[""backwards"", ""contrarily"", ""perversely""]"
botulismotoxin,"[""botulin""]"
articular,"[""articulary""]"
electrospin,"[""electrospun""]"
platyrrhine,"[""broadnosed"", ""platyrhine"", ""platyrhinian"", ""platyrrhinian"", ""platyrrhinic""]"
relativise,"[""relativize""]"
sumptuous,"[""lavish"", ""luxurious""]"
agnostic,"[""agnostical"", ""doubter"", ""godless"", ""unsure""]"
homeopathic,"[""homeopathical""]"
tumbarumba,"[""tmesis""]"
aprium,"[""pluot""]"
shrilly,"[""piercingly""]"
crudely,"[""inexpertly""]"
moneyward,"[""moneywards""]"
supersensitive,"[""hypersensitised""]"
supper,"[""dinner""]"
muslimette,"[""muslimah""]"
subclass,"[""subset""]"
not,"[""bender"", ""\u02c8"", ""n\u2019t"", ""non"", ""xor""]"
rucksack,"[""backpack"", ""daypack"", ""knapsack"", ""haversack"", ""packsack""]"
holozoic,"[""heterotrophic""]"
salmagundi,"[""miscellany"", ""assortment""]"
bsc,"[""bs""]"
glossonym,"[""glottonym"", ""linguonym""]"
impersonation,"[""imposture"", ""caricature"", ""personation""]"
necrophilism,"[""necrophilia""]"
smoochfest,"[""kissfest""]"
kerbala,"[""karbala"", ""kerbela""]"
sonorous,"[""euphonious"", ""heavy"", ""loud"", ""orotund"", ""soundful""]"
chimerical,"[""chimeric""]"
chronobiological,"[""chronobiologic""]"
contention,"[""gainstrife"", ""competition"", ""controversy"", ""feud"", ""struggle"", ""war""]"
poly,"[""multi"", ""pluri""]"
periphrastic,"[""circumlocutious""]"
gem,"[""beauty"", ""gemstone"", ""jewel"", ""muffin"", ""begem"", ""rock"", ""stone"", ""treasure""]"
mogigraphia,"[""graphospasm""]"
flawlessly,"[""cleanly"", ""immaculately"", ""impeccably""]"
coherent,"[""lucid"", ""tenacious"", ""connected"", ""consistent"", ""logical"", ""ordered""]"
dickian,"[""phildickian""]"
ewenki,"[""evenki"", ""tungus""]"
manyness,"[""multiplicity"", ""numerousness"", ""multipleness""]"
steward,"[""bailiff"", ""husband"", ""provedore"", ""provost"", ""seneschal"", ""caretaker"", ""custodian""]"
mechanised,"[""mechanized""]"
frightening,"[""awful"", ""dire"", ""direful"", ""dread"", ""dreaded"", ""dreadful"", ""fearful"", ""fearsome"", ""terrorization"", ""horrendous"", ""horrific"", ""scary"", ""terrible""]"
demonstrable,"[""clear"", ""definite"", ""evident"", ""obvious"", ""incontrovertible"", ""provable""]"
goallessly,"[""aimlessly"", ""purposelessly""]"
accrease,"[""increase""]"
tardiness,"[""lateness""]"
unsuspicious,"[""unsuspecting""]"
caesarean,"[""caesarian"", ""cesarean""]"
proofreader,"[""corrector"", ""reader""]"
presbyopia,"[""farsightedness""]"
groundbreaking,"[""innovational"", ""pathbreaking""]"
tussle,"[""hassle"", ""fight"", ""muss"", ""scuffle""]"
nonuniform,"[""inhomogeneous""]"
surfriding,"[""surfing""]"
oxybuprocaine,"[""benoxinate""]"
definiteness,"[""determinateness""]"
pantalooned,"[""breeched"", ""trousered""]"
noggin,"[""attic"", ""noodle""]"
summertide,"[""summertime""]"
parenthetically,"[""incidentally""]"
venule,"[""veinlet"", ""venula""]"
benzopyridazine,"[""cinnoline""]"
beshield,"[""protect""]"
bicephalic,"[""bicephalous""]"
unrealised,"[""unfulfilled""]"
merging,"[""meeting"", ""confluent"", ""confluence""]"
gimmick,"[""doohickey"", ""device"", ""dohickey"", ""catch""]"
moisten,"[""dampen"", ""drizzle"", ""moisturize"", ""wash""]"
contrarily,"[""contrariwise"", ""cross"", ""unlike""]"
haiti,"[""hispaniola""]"
voodooism,"[""voodoo""]"
henceforth,"[""henceforward"", ""hereafter""]"
handily,"[""handedly"", ""conveniently""]"
coax,"[""wheedle"", ""cajole"", ""ease""]"
frame,"[""border"", ""cast"", ""compose"", ""couch"", ""rack"", ""framework"", ""framing"", ""skeleton"", ""inning"", ""ensnare"", ""put"", ""redact""]"
poisonless,"[""nonpoisonous"", ""unpoisonous"", ""unvenomous""]"
benediction,"[""blessing""]"
copulate,"[""fuck"", ""couple"", ""mate"", ""pair""]"
saccharomycosis,"[""candidiasis"", ""thrush"", ""thrushes""]"
rubberlike,"[""rubbery""]"
coerce,"[""bully"", ""compel"", ""dragoon"", ""force"", ""hale"", ""pressure"", ""squeeze""]"
tenanted,"[""occupied""]"
ojibwa,"[""chippewa"", ""ojibway"", ""ojibwe""]"
dorsum,"[""back""]"
botmaster,"[""botherder""]"
argh,"[""asdfghjkl""]"
scant,"[""few"", ""geason"", ""light"", ""stint"", ""skimp"", ""skimpy""]"
quirkyalone,"[""single""]"
octagenarian,"[""octogenarian""]"
anorthography,"[""agraphia""]"
befalling,"[""accident""]"
oregano,"[""marjoram""]"
connection,"[""alliance"", ""association"", ""connectedness"", ""connecter"", ""joining"", ""connective"", ""connector"", ""connexion"", ""link"", ""relation""]"
enoughness,"[""sufficiency""]"
fadeout,"[""receding""]"
indescribable,"[""indefinable"", ""ineffable"", ""undescribable"", ""unspeakable"", ""untellable"", ""unutterable""]"
mirthfully,"[""jubilantly""]"
loudspeaker,"[""speaker""]"
lombard,"[""langobard""]"
implantation,"[""nidation""]"
partly,"[""partially""]"
campground,"[""campsite""]"
xcv,"[""95""]"
quintile,"[""fifth""]"
ought,"[""commitment"", ""should"", ""oughtn\u2019t"", ""want""]"
recidivist,"[""backslider"", ""repeater"", ""reversionist""]"
handwriting,"[""hand"", ""longhand"", ""manuscript"", ""script""]"
gobshite,"[""fool""]"
flavouring,"[""flavorer""]"
embarkee,"[""passenger""]"
stabilised,"[""stabilized""]"
hock,"[""hamstring"", ""pawn""]"
obliquity,"[""deceptiveness"", ""asynclitism""]"
darkening,"[""blackening""]"
annapurna,"[""anapurna""]"
indistinctness,"[""blurriness"", ""fogginess"", ""fuzziness"", ""obscurity"", ""softness""]"
sulfimine,"[""sulfimide""]"
isovolumic,"[""isochoric"", ""isovolumetric""]"
sully,"[""defile"", ""dirty"", ""defame"", ""tarnish""]"
accoucheuse,"[""midwife""]"
susurrus,"[""susurration""]"
dekagram,"[""dag"", ""decagram"", ""dkg""]"
indigenousness,"[""autochthony"", ""endemism""]"
promo,"[""promotion""]"
notable,"[""industrious"", ""marked"", ""conspicuous"", ""distinguished"", ""extraordinary"", ""memorable"", ""noted"", ""noticeable"", ""notorious"", ""observable"", ""plain"", ""remarkable"", ""noteworthy"", ""luminary""]"
chinchy,"[""cheap"", ""chintzy""]"
shinobigatana,"[""ninjato""]"
instrument,"[""apparatus"", ""arrange"", ""measure"", ""play"", ""instrumentate"", ""pawn"", ""tool""]"
delicatessen,"[""deli""]"
song,"[""ballad"", ""birdsong"", ""chirp"", ""mite"", ""pittance"", ""shoestring"", ""songjiang"", ""sung"", ""birdcall"", ""strain"", ""vocal""]"
cantankerousness,"[""cussedness""]"
gyroplane,"[""autogiro""]"
aevum,"[""aeviternity""]"
strip,"[""disinvest"", ""dismantle"", ""disrobe"", ""divest"", ""rasher"", ""slip"", ""airstrip"", ""unclothe"", ""deprive"", ""peel"", ""uncover"", ""undress"", ""denude"", ""leach"", ""clean"", ""plunder"", ""striptease"", ""unbare""]"
derivative,"[""derivate"", ""kind""]"
tanaidacean,"[""tanaid""]"
tentative,"[""doubtful"", ""probationary""]"
autarchic,"[""autarchical"", ""autarkical""]"
umpirage,"[""officiating"", ""officiation"", ""refereeing""]"
tenrikyo,"[""tenriism""]"
earthquake,"[""earthdin"", ""quake"", ""seism"", ""temblor"", ""terremote"", ""tremblor"", ""tremor""]"
overflow,"[""flood"", ""overrun"", ""overspill"", ""runoff"", ""thick""]"
votary,"[""adorer"", ""worshipper""]"
stereoelective,"[""enantioasymmetric""]"
underpublicized,"[""underadvertised""]"
pejorative,"[""derogatory"", ""dyslogistic"", ""dislogistic"", ""dyslogism"", ""dysphemism""]"
creativity,"[""creativeness"", ""originality"", ""imagination""]"
piperidine,"[""azinane"", ""perhydropyridine""]"
elaterium,"[""elaterin""]"
carbonization,"[""carbonisation""]"
nether,"[""low"", ""lower"", ""subterranean"", ""bottom"", ""subsurface"", ""chthonian"", ""under""]"
methylenedioxymethamphetamine,"[""mdma""]"
chauvinist,"[""caveman"", ""jingo"", ""jingoist"", ""patrioteer""]"
godmother,"[""cummer""]"
brisbane,"[""brissie""]"
punting,"[""punt""]"
astrakanite,"[""bl\u00f6dite""]"
scholasticism,"[""academicism"", ""academism""]"
qiangic,"[""dzorgaic"", ""qiang""]"
exclusionism,"[""deletionism""]"
fathom,"[""brace"", ""penetrate"", ""fthm"", ""sound"", ""unfathom""]"
universalize,"[""universalise""]"
tugboat,"[""towboat"", ""tower"", ""tug""]"
lipoxidase,"[""lipoxygenase""]"
wk,"[""pw""]"
breaking,"[""breakdancing"", ""breakage"", ""interruption""]"
emetic,"[""barfogenic"", ""vomitory"", ""nauseant"", ""vomit"", ""vomitive""]"
pratincole,"[""glareole""]"
aka,"[""alias""]"
wagon,"[""waggon""]"
taken,"[""interpreted""]"
pacifier,"[""dummy"", ""binky"", ""peacemaker"", ""soother"", ""comforter"", ""conciliator""]"
buttercup,"[""ranunculus"", ""butterflower"", ""crowfoot"", ""goldcup"", ""kingcup"", ""spearwort""]"
pyorrhoea,"[""pyorrhea""]"
polyalcohol,"[""polyol""]"
deciliter,"[""decilitre"", ""dl""]"
petagram,"[""petagramme""]"
overdue,"[""belated"", ""delinquent""]"
eggceptional,"[""eggcellent""]"
jeth,"[""jyaistha""]"
auranitis,"[""hauran""]"
12,"[""twelve"", ""dozen"", ""xii""]"
bilk,"[""defraud"", ""elude"", ""thwart""]"
workbox,"[""workbasket""]"
broncho,"[""bronco""]"
frangulin,"[""rhamnoxanthin""]"
hiking,"[""hike""]"
keeve,"[""kier""]"
passbook,"[""bankbook""]"
hermetism,"[""hermeticism""]"
hoggish,"[""piggish"", ""piggy"", ""porcine"", ""swinish""]"
misregard,"[""disregard""]"
poulter,"[""poulterer""]"
pharisaical,"[""hollow"", ""pharisaic""]"
12º,"[""12mo""]"
forficate,"[""bifurcate"", ""biramous"", ""branched"", ""forked"", ""pronged"", ""prongy""]"
juxtaposition,"[""apposition"", ""collocation"", ""paradox""]"
clinch,"[""clench"", ""hug"", ""clamp"", ""clasp""]"
godsend,"[""boom""]"
faddily,"[""faddishly""]"
portly,"[""chunky"", ""stout""]"
euryphage,"[""polyphage""]"
warn,"[""admonish"", ""discourage"", ""monish""]"
copulatory,"[""coital""]"
perky,"[""lighthearted"", ""buoyant"", ""spirited""]"
supergravity,"[""sugra""]"
carpenter,"[""joiner"", ""chippy""]"
conjury,"[""conjuring""]"
seventieth,"[""70th""]"
corrasion,"[""abrasion""]"
arkansas,"[""ar"", ""ark""]"
integrate,"[""assimilate"", ""incorporate"", ""desegregate"", ""merge""]"
sadly,"[""dolefully"", ""regretfully"", ""regrettably"", ""ruefully"", ""sorrowfully"", ""unfortunately"", ""deplorably"", ""unhappily""]"
muscadelle,"[""muscat""]"
cipher,"[""code"", ""monogram"", ""naught"", ""number"", ""nothing"", ""zero"", ""encipher"", ""encode"", ""encrypt"", ""calculate"", ""cryptograph"", ""cypher"", ""nobody"", ""nonentity""]"
shavuot,"[""shavuos"", ""shavous""]"
tidiness,"[""neatness""]"
yb,"[""yottabit"", ""yottabyte"", ""ytterbium""]"
jumpy,"[""jolting"", ""wiggly""]"
encrypt,"[""cipher"", ""encipher"", ""encode""]"
cyamelurine,"[""heptazine""]"
numismatician,"[""numismat"", ""numismatist""]"
torse,"[""orle"", ""wreath""]"
worsen,"[""aggravate"", ""complicate"", ""decline"", ""deteriorate"", ""deteriorating"", ""exacerbate"", ""exasperate"", ""better""]"
upraise,"[""resurrect""]"
enlargement,"[""addition"", ""blowup"", ""aggrandizement"", ""increase"", ""expansion"", ""growth"", ""homothety"", ""increment"", ""inflation"", ""magnification""]"
samarcand,"[""samarkand""]"
nonsinkable,"[""unsinkable""]"
dehumanise,"[""dehumanize""]"
schematic,"[""blueprint"", ""diagram"", ""conventional""]"
bromidism,"[""bromism""]"
junketeer,"[""junket""]"
bourguignon,"[""burgundian""]"
bluebottle,"[""cornflower""]"
pricker,"[""piercer"", ""bradawl"", ""spine""]"
concupiscent,"[""lustful"", ""lusty""]"
ascertained,"[""discovered"", ""observed""]"
ovivipary,"[""ovoviviparity""]"
otw,"[""ow""]"
dodecanal,"[""lauraldehyde""]"
levo,"[""l"", ""sinistro""]"
consumptive,"[""lunger"", ""tubercular""]"
contested,"[""controversial""]"
cultish,"[""cultlike"", ""culty""]"
udrs,"[""drs""]"
inch,"[""in"", ""edge""]"
clinometer,"[""inclinometer""]"
unsightly,"[""ugly"", ""unappealing"", ""disgusting""]"
arise,"[""appear"", ""accrue"", ""ascent"", ""begin"", ""come"", ""emerge"", ""ensue"", ""follow"", ""issue"", ""mount"", ""occur"", ""originate"", ""proceed"", ""reappear"", ""rebel"", ""result"", ""revolt"", ""rise"", ""soar"", ""surface"", ""uprise""]"
needless,"[""dispensable"", ""superfluous"", ""unnecessary"", ""omissible"", ""pointless""]"
postwoman,"[""mailwoman""]"
ordinate,"[""align"", ""ordain""]"
chukka,"[""chukker""]"
filth,"[""crud"", ""dirt"", ""obscenity"", ""filthiness"", ""foulness"", ""nastiness"", ""police"", ""skank"", ""smut""]"
ppg,"[""photoplethysmograph""]"
slacken,"[""abate"", ""remit"", ""ease"", ""loosen"", ""relax"", ""unwind"", ""slack"", ""slow""]"
cosmographical,"[""cosmographic""]"
semisatiric,"[""semisatirical""]"
kuru,"[""kurus"", ""piaster"", ""piastre""]"
felt,"[""mat"", ""matte""]"
brutalisation,"[""brutalization""]"
bready,"[""breadlike""]"
nuptials,"[""wedding""]"
cancerphobia,"[""carcinophobia""]"
sagittario,"[""sagittarius"", ""sgr""]"
unsettling,"[""alarming""]"
pococurante,"[""aloof""]"
prolly,"[""prob'ly"", ""probably"", ""probly"", ""probs""]"
hebraic,"[""hebraical"", ""hebrew""]"
briefs,"[""drawers"", ""skivvies""]"
contraindicative,"[""contraindicatory""]"
dishdasha,"[""kandura"", ""khameez"", ""suriyah"", ""thobe""]"
buzzard,"[""broadwing"", ""buteo"", ""vulture"", ""hawk""]"
depurinization,"[""depurination""]"
dawdle,"[""dally"", ""lag"", ""linger""]"
abseil,"[""rappel""]"
proposal,"[""offer"", ""overture"", ""proffer"", ""tender"", ""proposition"", ""suggestion""]"
tearoom,"[""teahouse"", ""teashop""]"
avower,"[""asserter""]"
bodywide,"[""corporal""]"
harbinger,"[""forerunner"", ""forewarning"", ""herald"", ""announce"", ""precursor"", ""predecessor""]"
syncretistic,"[""syncretic""]"
circumnavigate,"[""circumvent"", ""compass""]"
georgical,"[""georgic""]"
glycotoxicity,"[""glucotoxicity""]"
uxorious,"[""henpecked"", ""doting""]"
fecking,"[""fucking""]"
demonology,"[""demonlore""]"
sassy,"[""lively"", ""impertinent""]"
potation,"[""draft""]"
melons,"[""breast""]"
hexabenzobenzene,"[""coronene""]"
autochef,"[""autocook"", ""robochef""]"
hydatidosis,"[""echinococcosis""]"
nosedive,"[""dive""]"
acaulous,"[""acaulescent""]"
fragmentable,"[""frangible""]"
saame,"[""lapp"", ""lapplander""]"
